accession	fetch_source	note
Q9NQC3	uniprot	
Q9UKN7	uniprot	
Q9UPN4	uniprot	
Q9Y279	uniprot	
Q9Y2H5	uniprot	
Q15782	uniprot	
Q01546	uniprot	
P02671	uniprot	
P20742	uniprot	
A8MUU9	uniprot	
A8MVM7	uniprot	
O43280	uniprot	
O76013	uniprot	
O75478	uniprot	
P55286	uniprot	
P0C091	uniprot	
P0DOX7	uniprot	
P35663	uniprot	
Q13319	uniprot	
Q5T1H1	uniprot	
Q5TFG8	uniprot	
Q6P9F0	uniprot	
Q8HWS3	uniprot	
Q8N4P6	uniprot	
Q8NE09	uniprot	
Q96MC2	uniprot	
Q9BXL5	uniprot	
Q9NZJ0	uniprot	
Q9Y5G5	uniprot	
Q6UWW0	uniprot	
P15880	uniprot	
P35580	uniprot	
P16615	uniprot	
P14550	uniprot	
O60716	uniprot	
P00505	uniprot	
P17931	uniprot	
Q03113	uniprot	
Q06203	uniprot	
Q13107	uniprot	
Q13884	uniprot	
Q13976	uniprot	
Q15075	uniprot	
Q3ZCW2	uniprot	
Q7Z3C6	uniprot	
Q86VV8	uniprot	
Q8IV33	uniprot	
Q8NDZ2	uniprot	
Q96HE7	uniprot	
Q99501	uniprot	
Q9UBD6	uniprot	
Q9Y2Q0	uniprot	
Q9Y4F5	uniprot	
Q9Y6D5	uniprot	
P45880	uniprot	
P00918	uniprot	
O75390	uniprot	
P25054	uniprot	
Q00839	uniprot	
Q09019	uniprot	
Q12906	uniprot	
Q15291	uniprot	
Q96JM3	uniprot	
Q9BT78	uniprot	
Q9NW08	uniprot	
Q9NWB6	uniprot	
Q9UQ35	uniprot	
Q9Y2Z2	uniprot	
Q9Y679	uniprot	
Q96DR5	uniprot	
P23280	uniprot	
P09228	uniprot	
Q6MZM9	uniprot	
C9JRZ8	uniprot	
O14924	uniprot	
O15534	uniprot	
O43167	uniprot	
Q14392	uniprot	
Q14831	uniprot	
Q8NB25	uniprot	
Q92876	uniprot	
Q96BD6	uniprot	
Q96H22	uniprot	
Q9BQ87	uniprot	
Q9C0E4	uniprot	
Q9H8L6	uniprot	
Q8TF66	uniprot	
P01743	uniprot	
P01591	uniprot	
P10599	uniprot	
O94979	uniprot	
P23526	uniprot	
P35318	uniprot	
P23381	uniprot	
P00492	uniprot	
P49354	uniprot	
P28288	uniprot	
P78364	uniprot	
Q07157	uniprot	
Q13724	uniprot	
Q15149	uniprot	
Q53GS7	uniprot	
Q63HN8	uniprot	
Q6R327	uniprot	
Q6ZS81	uniprot	
Q8NHQ9	uniprot	
Q92569	uniprot	
Q96BJ8	uniprot	
Q99538	uniprot	
Q9BRD0	uniprot	
Q9H2G2	uniprot	
Q9NNW5	uniprot	
Q9NSK0	uniprot	
Q9NYJ8	uniprot	
Q9UHD8	uniprot	
Q9ULG6	uniprot	
Q15181	uniprot	
P06870	uniprot	
P01009	uniprot	
P19013	uniprot	
P04080	uniprot	
P01601	uniprot	
O95274	uniprot	
P24821	uniprot	
O14672	uniprot	
P09525	uniprot	
P14317	uniprot	
P13637	uniprot	
P26358	uniprot	
P80723	uniprot	
Q05193	uniprot	
Q12913	uniprot	
Q13077	uniprot	
Q63HQ2	uniprot	
Q6NT55	uniprot	
Q6P4A8	uniprot	
Q6PKX4	uniprot	
Q709C8	uniprot	
Q7Z333	uniprot	
Q9BZ23	uniprot	
Q9P275	uniprot	
P13671	uniprot	
O75342	uniprot	
P01834	uniprot	
A2A3L6	uniprot	
O94993	uniprot	
P01567	uniprot	
P36888	uniprot	
P24928	uniprot	
P81605	uniprot	
Q13634	uniprot	
Q14410	uniprot	
Q2VWP7	uniprot	
Q3SY84	uniprot	
Q5M9N0	uniprot	
Q5VYY2	uniprot	
Q6VAB6	uniprot	
Q6ZN84	uniprot	
Q7Z2Z1	uniprot	
Q86Y46	uniprot	
Q86YZ3	uniprot	
Q8IZT6	uniprot	
Q8NDV3	uniprot	
Q9BXB7	uniprot	
Q9BXT4	uniprot	
Q9ULK0	uniprot	
A0JNW5	uniprot	
P02042	uniprot	
B2RTY4	uniprot	
O14976	uniprot	
P48643	uniprot	
P25788	uniprot	
P25325	uniprot	
P62993	uniprot	
P06865	uniprot	
P61088	uniprot	
P23786	uniprot	
O95140	uniprot	
O95235	uniprot	
Q14690	uniprot	
Q69YQ0	uniprot	
Q6PCD5	uniprot	
Q7Z628	uniprot	
Q86YP4	uniprot	
Q8IYR2	uniprot	
Q8NCJ5	uniprot	
Q8TEP8	uniprot	
Q9BRH9	uniprot	
Q9BXW9	uniprot	
Q9H6R0	uniprot	
Q9NRL2	uniprot	
Q9NZ01	uniprot	
Q9Y3I0	uniprot	
Q15147	uniprot	
P21796	uniprot	
P52272	uniprot	
O95479	uniprot	
O43909	uniprot	
O75533	uniprot	
P0DUB6	uniprot	
P17480	uniprot	
P40692	uniprot	
Q13263	uniprot	
Q13635	uniprot	
Q4AC94	uniprot	
Q6UB99	uniprot	
Q8TBG4	uniprot	
Q96PC5	uniprot	
Q9P2I0	uniprot	
P39019	uniprot	
O00507	uniprot	
P49848	uniprot	
Q49MG5	uniprot	
Q86U44	uniprot	
Q8N1N0	uniprot	
Q8N8E3	uniprot	
Q99698	uniprot	
P61006	uniprot	
P11021	uniprot	
O15144	uniprot	
P20618	uniprot	
O75368	uniprot	
P15291	uniprot	
O43150	uniprot	
O95817	uniprot	
P01037	uniprot	
P08582	uniprot	
P27482	uniprot	
P05388	uniprot	
P33121	uniprot	
P49207	uniprot	
P09884	uniprot	
P35790	uniprot	
P82650	uniprot	
Q04917	uniprot	
Q07020	uniprot	
Q13127	uniprot	
Q13232	uniprot	
Q13618	uniprot	
Q15118	uniprot	
Q15311	uniprot	
Q27J81	uniprot	
Q7L311	uniprot	
Q7L7V1	uniprot	
Q8TEJ3	uniprot	
Q8WVT3	uniprot	
Q9BWU1	uniprot	
Q9H4A4	uniprot	
Q9H773	uniprot	
Q9HCD6	uniprot	
Q9NZD2	uniprot	
Q9P035	uniprot	
Q9P2P1	uniprot	
Q9UK53	uniprot	
Q9Y566	uniprot	
P00450	uniprot	
P29508	uniprot	
P30740	uniprot	
O14727	uniprot	
O15335	uniprot	
P50991	uniprot	
P05091	uniprot	
O75923	uniprot	
P05164	uniprot	
P16885	uniprot	
P20160	uniprot	
P48454	uniprot	
Q07617	uniprot	
Q14005	uniprot	
Q5TZA2	uniprot	
Q709F0	uniprot	
Q96C19	uniprot	
Q96FQ6	uniprot	
Q99574	uniprot	
Q9H116	uniprot	
Q9H7Z3	uniprot	
Q9H9H5	uniprot	
Q9NQ66	uniprot	
Q9UJC3	uniprot	
Q9Y646	uniprot	
P09382	uniprot	
Q8TE68	uniprot	
Q9ULC6	uniprot	
Q8NFW1	uniprot	
P01860	uniprot	
A2PYH4	uniprot	
P00748	uniprot	
P21549	uniprot	
P54756	uniprot	
P20813	uniprot	
P23416	uniprot	
Q14397	uniprot	
Q49A92	uniprot	
Q5IJ48	uniprot	
Q5SZK8	uniprot	
Q8N9C0	uniprot	
Q8NHY3	uniprot	
Q9NQ76	uniprot	
Q9UHC6	uniprot	
P02751	uniprot	
P17655	uniprot	
P40925	uniprot	
O15069	uniprot	
O95782	uniprot	
P06737	uniprot	
O75665	uniprot	
P09758	uniprot	
P20839	uniprot	
P29373	uniprot	
P48065	uniprot	
Q10588	uniprot	
Q14738	uniprot	
Q15833	uniprot	
Q6QNK2	uniprot	
Q6TFL3	uniprot	
Q8IY92	uniprot	
Q8IYS0	uniprot	
Q92598	uniprot	
Q96DT6	uniprot	
Q96F07	uniprot	
Q9H0H3	uniprot	
Q9UIJ5	uniprot	
P23396	uniprot	
P61978	uniprot	
P20674	uniprot	
P02545	uniprot	
O43175	uniprot	
P35221	uniprot	
P43307	uniprot	
P09622	uniprot	
P29966	uniprot	
P08865	uniprot	
P18621	uniprot	
Q6DN12	uniprot	
Q8WVQ1	uniprot	
Q92990	uniprot	
Q96MM6	uniprot	
Q9HC35	uniprot	
Q9NZM4	uniprot	
P46736	uniprot	
O00391	uniprot	
P06310	uniprot	
O43345	uniprot	
O95255	uniprot	
P62424	uniprot	
Q15032	uniprot	
Q5T7W0	uniprot	
Q6BEB4	uniprot	
Q8NB42	uniprot	
Q8NEQ6	uniprot	
Q9H8M5	uniprot	
P0C869	uniprot	
Q7L5L3	uniprot	
Q9NS68	uniprot	
O75083	uniprot	
P52565	uniprot	
P49773	uniprot	
P33908	uniprot	
P15311	uniprot	
P35241	uniprot	
O15085	uniprot	
P62195	uniprot	
P46940	uniprot	
P28838	uniprot	
P53621	uniprot	
P11498	uniprot	
O95834	uniprot	
P16278	uniprot	
O76024	uniprot	
P15559	uniprot	
P15018	uniprot	
P82914	uniprot	
Q12802	uniprot	
Q13085	uniprot	
Q14185	uniprot	
Q15843	uniprot	
Q2NL67	uniprot	
Q5T5U3	uniprot	
Q6PIJ6	uniprot	
Q8IWE5	uniprot	
Q96RP9	uniprot	
Q9H0K6	uniprot	
Q9H7N4	uniprot	
Q9NSI6	uniprot	
Q9NWS1	uniprot	
Q9P2K5	uniprot	
Q9UK32	uniprot	
Q9ULX6	uniprot	
Q9Y2G9	uniprot	
Q9Y2V0	uniprot	
Q9Y2Z9	uniprot	
Q9Y520	uniprot	
Q9Y653	uniprot	
O75828	uniprot	
P02763	uniprot	
P02750	uniprot	
P26447	uniprot	
O15143	uniprot	
P20827	uniprot	
P58546	uniprot	
P31151	uniprot	
P35609	uniprot	
P48739	uniprot	
P13611	uniprot	
P20930	uniprot	
P43353	uniprot	
P51813	uniprot	
Q12860	uniprot	
Q53RT3	uniprot	
Q6IBS0	uniprot	
Q6ZN30	uniprot	
Q8IY37	uniprot	
Q99541	uniprot	
Q9BQR3	uniprot	
Q9BRQ8	uniprot	
Q9NQW1	uniprot	
Q9NYK1	uniprot	
Q9P2N2	uniprot	
Q9P2R3	uniprot	
Q9ULU8	uniprot	
O43236	uniprot	
P00740	uniprot	
B1AJZ9	uniprot	
O95397	uniprot	
O95954	uniprot	
P20849	uniprot	
Q13733	uniprot	
Q3SXY7	uniprot	
Q4G0P3	uniprot	
Q5RHP9	uniprot	
Q6UXR4	uniprot	
Q6XZB0	uniprot	
Q8IUL8	uniprot	
Q8WXI2	uniprot	
Q92736	uniprot	
Q9UFH2	uniprot	
Q9UI46	uniprot	
Q9UI47	uniprot	
Q9Y5Q5	uniprot	
P36578	uniprot	
P08571	uniprot	
O15054	uniprot	
O15327	uniprot	
O95394	uniprot	
P33764	uniprot	
P38398	uniprot	
P98194	uniprot	
Q6NY19	uniprot	
Q86T65	uniprot	
Q86YB8	uniprot	
Q8NCM8	uniprot	
Q8TF46	uniprot	
Q92974	uniprot	
Q9BW71	uniprot	
Q9NR30	uniprot	
Q9UK45	uniprot	
Q9UKU0	uniprot	
P06748	uniprot	
P49908	uniprot	
O43768	uniprot	
O94876	uniprot	
P49770	uniprot	
P48382	uniprot	
Q08999	uniprot	
Q0VGL1	uniprot	
Q14683	uniprot	
Q2TAC2	uniprot	
Q6ZNJ1	uniprot	
Q7KZF4	uniprot	
Q969F9	uniprot	
Q9H6U8	uniprot	
P09958	uniprot	
Q96BQ1	uniprot	
P36955	uniprot	
P01701	uniprot	
O43155	uniprot	
O95490	uniprot	
P58004	uniprot	
P42681	uniprot	
Q0ZLH3	uniprot	
Q5JV73	uniprot	
Q6NW40	uniprot	
Q86VH4	uniprot	
Q86WI3	uniprot	
Q9H3E2	uniprot	
Q9Y484	uniprot	
P01709	uniprot	
P62826	uniprot	
Q9BXJ4	uniprot	
P13693	uniprot	
P61769	uniprot	
A3KMH1	uniprot	
P61981	uniprot	
P47756	uniprot	
P31946	uniprot	
O00214	uniprot	
P20810	uniprot	
O75347	uniprot	
O00459	uniprot	
P33176	uniprot	
P13807	uniprot	
P62750	uniprot	
P55039	uniprot	
Q12872	uniprot	
Q14152	uniprot	
Q2NL82	uniprot	
Q5TBA9	uniprot	
Q6UB35	uniprot	
Q6V0I7	uniprot	
Q8TF72	uniprot	
Q8WW22	uniprot	
Q93034	uniprot	
Q96KA5	uniprot	
Q96LR9	uniprot	
Q96RR4	uniprot	
Q9NSC7	uniprot	
Q9UBW7	uniprot	
Q9UJV9	uniprot	
Q9ULI0	uniprot	
Q9Y2H0	uniprot	
Q93084	uniprot	
Q9UJC5	uniprot	
P08603	uniprot	
P01031	uniprot	
P05155	uniprot	
P12110	uniprot	
P49815	uniprot	
O60218	uniprot	
P15153	uniprot	
O75054	uniprot	
O95467	uniprot	
P05089	uniprot	
P19429	uniprot	
P19957	uniprot	
P22735	uniprot	
P68133	uniprot	
Q0VDD8	uniprot	
Q14194	uniprot	
Q15582	uniprot	
Q2M329	uniprot	
Q8IVU3	uniprot	
Q8TCU4	uniprot	
Q96PE2	uniprot	
Q99598	uniprot	
Q9BXM0	uniprot	
Q9HBI6	uniprot	
Q9NP55	uniprot	
Q9NWW7	uniprot	
Q9P2K1	uniprot	
Q9UHI8	uniprot	
P14324	uniprot	
P35527	uniprot	
A8MTB9	uniprot	
B1APH4	uniprot	
O14829	uniprot	
O43424	uniprot	
O94818	uniprot	
P55157	uniprot	
P48595	uniprot	
P78562	uniprot	
Q13410	uniprot	
Q15517	uniprot	
Q2WGJ9	uniprot	
Q5BJE1	uniprot	
Q5T655	uniprot	
Q6ZUX3	uniprot	
Q8IYE1	uniprot	
Q8N1T3	uniprot	
Q9HCM2	uniprot	
Q9NXZ1	uniprot	
P07358	uniprot	
P02746	uniprot	
Q58FG1	uniprot	
P62942	uniprot	
O94919	uniprot	
P17858	uniprot	
P18084	uniprot	
P18054	uniprot	
P36952	uniprot	
P51610	uniprot	
Q04725	uniprot	
Q70J99	uniprot	
Q86VF7	uniprot	
Q92841	uniprot	
Q92979	uniprot	
Q96AA8	uniprot	
P51858	uniprot	
P16403	uniprot	
P30876	uniprot	
Q4KMQ1	uniprot	
Q02218	uniprot	
Q9UN36	uniprot	
A5PKW4	uniprot	
P01762	uniprot	
P01700	uniprot	
P28799	uniprot	
P51888	uniprot	
Q12769	uniprot	
Q13332	uniprot	
Q5VTQ0	uniprot	
Q6PIY7	uniprot	
Q8N0U4	uniprot	
Q8N1I0	uniprot	
Q9ULM3	uniprot	
Q86UX7	uniprot	
P12035	uniprot	
P26641	uniprot	
P46783	uniprot	
P31949	uniprot	
P02511	uniprot	
P53634	uniprot	
P09497	uniprot	
P61158	uniprot	
O00754	uniprot	
O75891	uniprot	
P54819	uniprot	
P49368	uniprot	
O60293	uniprot	
P07954	uniprot	
O95147	uniprot	
P48723	uniprot	
O95789	uniprot	
P62829	uniprot	
P27695	uniprot	
P32969	uniprot	
P68036	uniprot	
Q02040	uniprot	
Q12768	uniprot	
Q15555	uniprot	
Q641Q2	uniprot	
Q86WR0	uniprot	
Q8IWI9	uniprot	
Q8N1E6	uniprot	
Q8ND24	uniprot	
Q8NI77	uniprot	
Q8WWQ0	uniprot	
Q96AD5	uniprot	
Q96DV4	uniprot	
Q9H0K1	uniprot	
Q9P1U1	uniprot	
Q9P1V8	uniprot	
Q9UPT5	uniprot	
Q9Y4D7	uniprot	
Q9Y6Q9	uniprot	
Q6XQN6	uniprot	
P02787	uniprot	
O15015	uniprot	
P23467	uniprot	
P21266	uniprot	
P52790	uniprot	
P04746	uniprot	
P40394	uniprot	
P29474	uniprot	
P98164	uniprot	
Q02809	uniprot	
Q02952	uniprot	
Q10471	uniprot	
Q12912	uniprot	
Q15080	uniprot	
Q16555	uniprot	
Q52LW3	uniprot	
Q562F6	uniprot	
Q5T0N1	uniprot	
Q86WZ0	uniprot	
Q8N3P4	uniprot	
Q9BPY8	uniprot	
Q9H0B3	uniprot	
P05156	uniprot	
Q92882	uniprot	
Q16658	uniprot	
O00602	uniprot	
P13498	uniprot	
P06727	uniprot	
P04004	uniprot	
A6NE52	uniprot	
A6NKC9	uniprot	
M0R2J8	uniprot	
O14654	uniprot	
O95342	uniprot	
P10163	uniprot	
P14679	uniprot	
Q2WGN9	uniprot	
Q5VYJ5	uniprot	
Q7Z2Y8	uniprot	
Q86X51	uniprot	
Q8NGF3	uniprot	
Q8TDG2	uniprot	
Q969G9	uniprot	
Q96HE9	uniprot	
Q9P1Z9	uniprot	
Q9UJ99	uniprot	
Q9UNU6	uniprot	
P02760	uniprot	
Q8IUC1	uniprot	
Q07283	uniprot	
P63261	uniprot	
P05141	uniprot	
P61916	uniprot	
O00410	uniprot	
O94985	uniprot	
P27816	uniprot	
P15586	uniprot	
O95528	uniprot	
P35475	uniprot	
P29034	uniprot	
Q13303	uniprot	
Q14134	uniprot	
Q53GQ0	uniprot	
Q6AWC2	uniprot	
Q7L576	uniprot	
Q96JB3	uniprot	
Q9BQD7	uniprot	
Q9Y446	uniprot	
P07384	uniprot	
O95232	uniprot	
P50897	uniprot	
P62841	uniprot	
P55795	uniprot	
P50750	uniprot	
P78527	uniprot	
Q29RF7	uniprot	
Q6NUI6	uniprot	
Q8IX21	uniprot	
Q8NFZ0	uniprot	
Q96L73	uniprot	
Q9H251	uniprot	
Q9HC96	uniprot	
Q9NR81	uniprot	
P08729	uniprot	
Q9NVR5	uniprot	
P30153	uniprot	
P51825	uniprot	
P29375	uniprot	
P80748	uniprot	
Q6JQN1	uniprot	
Q96QE3	uniprot	
Q9H0E7	uniprot	
Q9H668	uniprot	
Q9HCZ1	uniprot	
Q9UI42	uniprot	
A6NKL6	uniprot	
P04083	uniprot	
P62937	uniprot	
P14618	uniprot	
P14625	uniprot	
P55072	uniprot	
O00411	uniprot	
P31930	uniprot	
P60953	uniprot	
O15020	uniprot	
P53618	uniprot	
P61019	uniprot	
P24539	uniprot	
P51991	uniprot	
P25685	uniprot	
P55265	uniprot	
P19174	uniprot	
Q13459	uniprot	
Q5T890	uniprot	
Q8NFA2	uniprot	
Q8WUF5	uniprot	
Q92747	uniprot	
Q99536	uniprot	
Q9BRX8	uniprot	
Q9H799	uniprot	
Q9HAT2	uniprot	
Q9P265	uniprot	
Q9P2D6	uniprot	
Q9P2R7	uniprot	
Q9Y487	uniprot	
Q15056	uniprot	
P01861	uniprot	
P04430	uniprot	
P05976	uniprot	
P55058	uniprot	
P28290	uniprot	
O14867	uniprot	
O15231	uniprot	
P14136	uniprot	
P05120	uniprot	
P35236	uniprot	
P20701	uniprot	
P31944	uniprot	
P32455	uniprot	
P49190	uniprot	
P78352	uniprot	
Q01064	uniprot	
Q8WWV6	uniprot	
Q9NQ38	uniprot	
P98171	uniprot	
P21399	uniprot	
P50238	uniprot	
P01876	uniprot	
P02774	uniprot	
P02679	uniprot	
P08185	uniprot	
A8MT70	uniprot	
P04280	uniprot	
P05129	uniprot	
P0DOX2	uniprot	
P34903	uniprot	
Q14524	uniprot	
Q5D862	uniprot	
Q6ZR08	uniprot	
Q7Z3Y9	uniprot	
Q96M93	uniprot	
Q9BYZ2	uniprot	
Q9P225	uniprot	
Q9UI33	uniprot	
O00115	uniprot	
P43490	uniprot	
P07686	uniprot	
O14522	uniprot	
O14578	uniprot	
O15078	uniprot	
O43187	uniprot	
O43310	uniprot	
Q14258	uniprot	
Q5SGD2	uniprot	
Q8N3Y7	uniprot	
Q8WZ64	uniprot	
Q9P2D7	uniprot	
O75947	uniprot	
P12956	uniprot	
P16152	uniprot	
P20700	uniprot	
P46100	uniprot	
Q12931	uniprot	
Q3YBM2	uniprot	
Q8TCG1	uniprot	
Q8WWZ7	uniprot	
Q9BQE3	uniprot	
Q9BS26	uniprot	
Q9HBR0	uniprot	
Q9HCE0	uniprot	
Q9NS69	uniprot	
P0DTE8	uniprot	
P01036	uniprot	
P01817	uniprot	
O15265	uniprot	
O95025	uniprot	
O95248	uniprot	
O95498	uniprot	
P02812	uniprot	
P20061	uniprot	
Q86VR7	uniprot	
P31629	uniprot	
P42695	uniprot	
P78509	uniprot	
Q14957	uniprot	
Q5GFL6	uniprot	
Q8TDN4	uniprot	
Q96HA7	uniprot	
Q96KP1	uniprot	
Q96PQ0	uniprot	
Q96SZ6	uniprot	
Q9H013	uniprot	
Q9NUA8	uniprot	
Q9P2S2	uniprot	
Q9UHQ1	uniprot	
Q9UJX0	uniprot	
Q9ULI4	uniprot	
P63313	uniprot	
Q08AI8	uniprot	
Q7Z465	uniprot	
P62753	uniprot	
A6NEL2	uniprot	
P46777	uniprot	
P06733	uniprot	
P62258	uniprot	
P22695	uniprot	
P12268	uniprot	
P17980	uniprot	
O43172	uniprot	
O60890	uniprot	
P17050	uniprot	
Q8WXI7	uniprot	
P60228	uniprot	
P56537	uniprot	
P55345	uniprot	
Q02108	uniprot	
Q07021	uniprot	
Q07890	uniprot	
Q12981	uniprot	
Q14790	uniprot	
Q149N8	uniprot	
Q5JUQ0	uniprot	
Q6Y7W6	uniprot	
Q86XI2	uniprot	
Q8N3C0	uniprot	
Q8TEA7	uniprot	
Q8WVM7	uniprot	
Q96J42	uniprot	
Q99816	uniprot	
Q9BXJ9	uniprot	
Q9HB09	uniprot	
Q9NWS0	uniprot	
Q9UNZ2	uniprot	
Q9Y696	uniprot	
P62140	uniprot	
P01859	uniprot	
A0AVT1	uniprot	
P08697	uniprot	
P09871	uniprot	
P33151	uniprot	
O00748	uniprot	
P32926	uniprot	
O75140	uniprot	
P49913	uniprot	
O95219	uniprot	
O95994	uniprot	
P46087	uniprot	
Q13509	uniprot	
Q13938	uniprot	
Q15124	uniprot	
Q16363	uniprot	
Q17RS7	uniprot	
Q5T9S5	uniprot	
Q6P179	uniprot	
Q6ZN66	uniprot	
Q8N157	uniprot	
Q8NFP9	uniprot	
Q96L46	uniprot	
Q9BRZ2	uniprot	
Q9GZN7	uniprot	
Q9H3G5	uniprot	
Q9NR71	uniprot	
Q9UH65	uniprot	
Q9UPX8	uniprot	
P09110	uniprot	
O60701	uniprot	
P02765	uniprot	
A6NIV6	uniprot	
P03952	uniprot	
A8MUU1	uniprot	
O95886	uniprot	
P0DOX6	uniprot	
Q16720	uniprot	
Q17RG1	uniprot	
Q6Q759	uniprot	
Q6ZMV5	uniprot	
Q6ZU64	uniprot	
Q7L590	uniprot	
Q7Z5J8	uniprot	
Q8IYR0	uniprot	
Q8IZY5	uniprot	
Q8N0S2	uniprot	
Q8N7Z5	uniprot	
Q96M91	uniprot	
Q96N16	uniprot	
Q5XKL5	uniprot	
P08238	uniprot	
O00442	uniprot	
P51659	uniprot	
O75351	uniprot	
P27708	uniprot	
O95833	uniprot	
Q9NRJ3	uniprot	
P52943	uniprot	
P20807	uniprot	
P51512	uniprot	
Q04609	uniprot	
Q13151	uniprot	
Q13616	uniprot	
Q4ZG55	uniprot	
Q6ISB3	uniprot	
Q86WI1	uniprot	
Q8NCY6	uniprot	
Q8WYP3	uniprot	
Q9NP72	uniprot	
Q9NVM9	uniprot	
Q9UJ68	uniprot	
Q9Y2M5	uniprot	
A5YKK6	uniprot	
P07237	uniprot	
P62701	uniprot	
P30084	uniprot	
P55064	uniprot	
Q8TAX7	uniprot	
P51532	uniprot	
Q4L235	uniprot	
Q70EL1	uniprot	
Q8TF05	uniprot	
Q9P2J5	uniprot	
Q9UHG3	uniprot	
Q9Y6K1	uniprot	
P11279	uniprot	
O75448	uniprot	
O75629	uniprot	
Q13394	uniprot	
Q3KRA9	uniprot	
Q6ZS11	uniprot	
Q86XH1	uniprot	
Q8N0Z2	uniprot	
Q8NC74	uniprot	
Q9H3Y6	uniprot	
Q9NRI5	uniprot	
Q9NS98	uniprot	
Q9NYZ3	uniprot	
Q9NZH8	uniprot	
Q9UNX4	uniprot	
Q9UPE1	uniprot	
Q9Y5F9	uniprot	
P06396	uniprot	
P18124	uniprot	
P07195	uniprot	
P21964	uniprot	
O15371	uniprot	
O43598	uniprot	
O43765	uniprot	
P09960	uniprot	
P07332	uniprot	
P50579	uniprot	
P56945	uniprot	
Q13510	uniprot	
Q16236	uniprot	
Q5JR59	uniprot	
Q5JSL3	uniprot	
Q5VT06	uniprot	
Q5VZK9	uniprot	
Q68CL5	uniprot	
Q8N567	uniprot	
Q8N9U0	uniprot	
Q8NFC6	uniprot	
Q8TEA1	uniprot	
Q92576	uniprot	
Q96BT7	uniprot	
Q96HC4	uniprot	
Q96JG6	uniprot	
Q9H4T2	uniprot	
Q9H788	uniprot	
Q9UBS3	uniprot	
Q9UH99	uniprot	
Q9UJX6	uniprot	
O94779	uniprot	
Q6UWT4	uniprot	
P02652	uniprot	
P01619	uniprot	
P01033	uniprot	
P43251	uniprot	
P01721	uniprot	
E7EW31	uniprot	
P40121	uniprot	
P26572	uniprot	
P08294	uniprot	
O15439	uniprot	
O95171	uniprot	
P21128	uniprot	
P54750	uniprot	
Q04760	uniprot	
Q14137	uniprot	
Q14166	uniprot	
Q2LD37	uniprot	
Q5BN46	uniprot	
Q6DHV5	uniprot	
Q6TDU7	uniprot	
Q8N1N4	uniprot	
Q8NE79	uniprot	
Q92543	uniprot	
Q92545	uniprot	
Q99986	uniprot	
Q9Y2P4	uniprot	
P84095	uniprot	
Q15631	uniprot	
Q6JBY9	uniprot	
P27169	uniprot	
P18428	uniprot	
O60469	uniprot	
P23468	uniprot	
P12271	uniprot	
P59827	uniprot	
Q09MP3	uniprot	
Q56UN5	uniprot	
Q5T1B0	uniprot	
Q6P2S7	uniprot	
Q8N608	uniprot	
Q8NDH2	uniprot	
Q96LL3	uniprot	
Q9BXX3	uniprot	
Q9BYH1	uniprot	
Q9NQI0	uniprot	
Q9NYQ7	uniprot	
Q9Y264	uniprot	
Q9Y2K3	uniprot	
P07339	uniprot	
P11142	uniprot	
O14511	uniprot	
P12955	uniprot	
P11413	uniprot	
P13688	uniprot	
P35442	uniprot	
P24347	uniprot	
P47895	uniprot	
Q14847	uniprot	
Q16706	uniprot	
Q58DX5	uniprot	
Q5T0W9	uniprot	
Q5T5X7	uniprot	
Q6U841	uniprot	
Q9Y263	uniprot	
P34896	uniprot	
P52701	uniprot	
P12757	uniprot	
P84103	uniprot	
Q13439	uniprot	
Q14103	uniprot	
Q16563	uniprot	
Q68DC2	uniprot	
Q86UP3	uniprot	
Q8NAF0	uniprot	
Q92896	uniprot	
Q96KR1	uniprot	
Q9BPX7	uniprot	
Q9BZ95	uniprot	
Q9NTI5	uniprot	
P59998	uniprot	
O60244	uniprot	
O75900	uniprot	
P43351	uniprot	
Q04671	uniprot	
Q13425	uniprot	
Q2NKJ3	uniprot	
Q6AHZ1	uniprot	
Q6P1X5	uniprot	
Q6W2J9	uniprot	
Q8TE56	uniprot	
Q8TF21	uniprot	
Q9Y5I1	uniprot	
Q9Y5R5	uniprot	
Q75N90	uniprot	
Q6UXB2	uniprot	
A2VDJ0	uniprot	
P05387	uniprot	
P30044	uniprot	
P50851	uniprot	
O14908	uniprot	
P25786	uniprot	
O43396	uniprot	
P08123	uniprot	
P08754	uniprot	
P25774	uniprot	
O95049	uniprot	
P04181	uniprot	
P17066	uniprot	
P51956	uniprot	
P42684	uniprot	
Q12955	uniprot	
Q13011	uniprot	
Q13217	uniprot	
Q13237	uniprot	
Q14181	uniprot	
Q3T8J9	uniprot	
Q5VV41	uniprot	
Q63ZY3	uniprot	
Q6P3X3	uniprot	
Q8IUR7	uniprot	
Q8IZH2	uniprot	
Q8N3Z3	uniprot	
Q8WUM4	uniprot	
Q92597	uniprot	
Q92859	uniprot	
Q96EK7	uniprot	
Q9BWD1	uniprot	
Q9H2Y7	uniprot	
Q9H3W5	uniprot	
Q9H892	uniprot	
Q9HDC9	uniprot	
Q9P227	uniprot	
Q9P260	uniprot	
Q9P266	uniprot	
Q9P2P6	uniprot	
Q9UBB5	uniprot	
Q9UHP3	uniprot	
Q9Y2E4	uniprot	
Q15366	uniprot	
Q86SQ0	uniprot	
P01833	uniprot	
P02649	uniprot	
P08779	uniprot	
O00592	uniprot	
P00352	uniprot	
P49327	uniprot	
O75969	uniprot	
O76038	uniprot	
