accession	fetch_source	note
AAD13531.1	ncbi	species: Blattella germanica; common name: German cockroach; IUIS Allergen: Bla g 1.0201; Type: Aero Insect; Group: Blattella Bla g 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD13533.1	ncbi	species: Periplaneta americana; common name: American cockroach; IUIS Allergen: Per a 1.0101; Type: Aero Insect; Group: Periplaneta Per a 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD13644.1	ncbi	species: Ascaris lumbricoides; common name: Parasitic roundworm; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Ascaris Asc s 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD13645.1	ncbi	species: Ascaris lumbricoides; common name: Parasitic roundworm; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Ascaris Asc s 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD13646.1	ncbi	species: Ascaris lumbricoides; common name: Parasitic roundworm; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Ascaris Asc s 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD13647.1	ncbi	species: Ascaris lumbricoides; common name: Parasitic roundworm; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Ascaris Asc s 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD13649.1	ncbi	species: Ascaris lumbricoides; common name: Parasitic roundworm; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Ascaris Asc s 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD13650.1	ncbi	species: Ascaris lumbricoides; common name: Parasitic roundworm; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Ascaris Asc s 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD13651.1	ncbi	species: Ascaris lumbricoides; common name: Parasitic roundworm; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Ascaris Asc s 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD13652.1	ncbi	species: Ascaris lumbricoides; common name: Parasitic roundworm; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Ascaris Asc s 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD13683.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0206; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD19606.1	ncbi	species: Periplaneta americana; common name: American cockroach; IUIS Allergen: Per a 7.0102; Type: Aero Insect; Group: Periplaneta Per a 7; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD20386.1	ncbi	species: Lolium perenne; common name: Perennial ryegrass; IUIS Allergen: ; Type: Aero Plant; Group: Lolium Lol p 5; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD25926.1	ncbi	species: Penicillium citrinum; common name: Fungus; IUIS Allergen: Pen c 3.0101; Type: Aero Fungi; Group: Penicillium Pen ch 13; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD25927.1	ncbi	species: Malassezia furfur; common name: Yeast; IUIS Allergen: Mala f 4.0101; Type: Contact; Group: Malassezia Mala f 4; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD25995.1	ncbi	species: Penicillium citrinum; common name: Fungus; IUIS Allergen: Unassigned; Type: Aero Fungi; Group: Penicillium Pen 18; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD26546.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0103; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26547.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0203; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26548.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0204; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26552.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0104; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26553.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0105; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26554.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0106; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26555.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0107; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26558.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0205; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26560.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26561.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD26562.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: ; Type: Aero Plant; Group: Betula Bet v 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD29409.1	ncbi	species: Apium graveolens; common name: Celery; IUIS Allergen: Api g 4.0101; Type: Food Plant; Group: Apium Api g 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD29410.1	ncbi	species: Pyrus communis; common name: Pear; IUIS Allergen: Pyr c 4.0101; Type: Food Plant; Group: Pyrus Pyr c 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD29411.1	ncbi	species: Prunus avium; common name: Cherry; IUIS Allergen: Pru av 4.0101; Type: Food Plant; Group: Prunus Pru 4 Profilin peach cherry almond; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD29412.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 4.0301; Type: Food Plant; Group: Malus Mal d 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 11; curationNote: 
AAD29413.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 4.0201; Type: Food Plant; Group: Malus Mal d 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 11; curationNote: 
AAD29414.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 4.0101; Type: Food Plant; Group: Malus Mal d 4; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 11; curationNote: 
AAD29671.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0108; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 11; curationNote: 
AAD32205.1	ncbi	species: Prunus armeniaca; common name: Apricot; IUIS Allergen: Unassigned; Type: Food Plant; Group: Pru ar 5; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD38942.1	ncbi	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Der p 4.0101; Type: Aero Mite; Group: Dermatophagoides Der p 4; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD42074.1	ncbi	species: Penicillium citrinum; common name: Fungus; IUIS Allergen: Pen c 3.0101; Type: Aero Fungi; Group: Penicillium Pen c 3; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD42942.1	ncbi	species: Sesamum indicum; common name: Sesame; IUIS Allergen: Ses i 5.0101; Type: Food Plant; Group: Sesamum Ses i 5 oleosin; Allergenicity: IgE but no biological test; 1st V: 15; curationNote: 
AAD42943.1	ncbi	species: Sesamum indicum; common name: Sesame; IUIS Allergen: Ses i 2.0101; Type: Food Plant; Group: Sesamum Ses i 2; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD42944.1	ncbi	species: Sesamum indicum; common name: Sesame; IUIS Allergen: Ses i 6.0101; Type: Food Plant; Group: Sesamum Ses i 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
AAD46493.1	ncbi	species: Strongyloides stercoralis; common name: Parasitic nematode; IUIS Allergen: Unassigned; Type: Worm (parasite); Group: Strongyloides L3NieAg.01; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD47382.1	ncbi	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Ara h 3.0201; Type: Food Plant; Group: Arachis Ara h 3 Glycinin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD52012.1	ncbi	species: Trichophyton rubrum; common name: Fungus; IUIS Allergen: Tri r 4.0101; Type: Contact; Group: Trichophyton tri 4 allergen (Arthroderma); Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD52013.1	ncbi	species: Trichophyton rubrum; common name: Fungus; IUIS Allergen: Tri r 2.0101; Type: Contact; Group: Trichophyton (Arthroderma) Tri r 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD52615.1	ncbi	species: Polistes annularis; common name: Paper wasp; IUIS Allergen: Pol a 1.0101; Type: Venom or Salivary; Group: Polistes Pol a 1 Pol d 1; Allergenicity: IgE but no biological test; 1st V: 11; curationNote: 
AAD52616.1	ncbi	species: Polistes annularis; common name: Paper wasp; IUIS Allergen: Pol a 2.0101; Type: Venom or Salivary; Group: Polistes Pol a 2; Allergenicity: IgE but no biological test; 1st V: 11; curationNote: 
AAD52672.1	ncbi	species: Dermatophagoides farinae; common name: House dust mite; IUIS Allergen: Der f 15.0101; Type: Aero Mite; Group: Dermatophagoides Der f 15 Der p 15; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAD54245.1	ncbi	species: Macadamia integrifolia; common name: ; IUIS Allergen: Unassigned; Type: Unassigned; Group: Mac i 1.0101; Allergenicity: IgE but no biological test; 1st V: 22; curationNote: 
AAD55587.1	ncbi	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Ara h 5.0101; Type: Food Plant; Group: Arachis Ara h 5; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAD55792.2	ncbi	species: Mesocricetus auratus; common name: Golden hamster; IUIS Allergen: Mes a 1.0101; Type: Aero Animal; Group: Mesocricetus auratus Mes a 1; Allergenicity: IgE but no biological test; 1st V: 16; curationNote: 
AAD56337.1	ncbi	species: Arachis hypogaea; common name: Peanut; IUIS Allergen: Ara h 6.0101; Type: Food Plant; Group: Arachis Ara h 6; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF07903.2	ncbi	species: Triatoma protracta; common name: Western conenose; IUIS Allergen: Tria p 1.0101; Type: Venom or Salivary; Group: Triatoma Tria p 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF18269.1	ncbi	species: Juglans regia; common name: English walnut; IUIS Allergen: ; Type: Food Plant; Group: Jug r 2; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF23726.1	ncbi	species: Penicillium chrysogenum; common name: Fungus; IUIS Allergen: Pen ch 13.0101; Type: Aero Fungi; Group: Penicillium Pen ch 13; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF25553.1	ncbi	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: ; Type: Contact; Group: Hevea Hev b 7; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF26449.1	ncbi	species: Prunus avium; common name: Cherry; IUIS Allergen: Pru av 3.0101; Type: Food Plant; Group: Prunus Pru 3; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF26450.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 3.0201; Type: Food Plant; Group: Malus Mal d 3; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF26451.1	ncbi	species: Pyrus communis; common name: Pear; IUIS Allergen: Pyr c 3.0101; Type: Food Plant; Group: Pyrus LTP Pyr c 3 IUIS; Allergenicity: IgE but no biological test; 1st V: 11; curationNote: 
AAF28423.1	ncbi	species: Dermatophagoides farinae; common name: House dust mite; IUIS Allergen: Der f 6.0101; Type: Aero Mite; Group: Dermatophagoides Der p 6 / Der f 6; Allergenicity: IgE but no biological test; 1st V: 11; curationNote: 
AAF31151.1	ncbi	species: Olea europaea; common name: Olive tree; IUIS Allergen: Ole e 8.0101; Type: Aero Plant; Group: Olea Ole e 8; Allergenicity: IgE but no biological test; 1st V: 11; curationNote: 
AAF31152.1	ncbi	species: Olea europaea; common name: Olive tree; IUIS Allergen: ; Type: Aero Plant; Group: Olea Ole e 8; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF34341.1	ncbi	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: Hev b 8.0201; Type: Contact; Group: Hevea Hev b 8; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 11; curationNote: 
AAF34342.1	ncbi	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: Hev a 9.0101; Type: Contact; Group: Hevea Hev b 8; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 11; curationNote: 
AAF34343.1	ncbi	species: Hevea brasiliensis; common name: Para rubber tree; IUIS Allergen: Hev b 8.0203; Type: Aero Mite; Group: Hevea Hev b 8; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 11; curationNote: 
AAF35431.1	ncbi	species: Charybdis feriatus; common name: Crab; IUIS Allergen: Cha f 1.0101; Type: Food Animal; Group: Charybdis Cha f 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF65312.1	ncbi	species: Solenopsis geminata; common name: Tropical Fire Ant; IUIS Allergen: Sol g 4.0101; Type: Venom or Salivary; Group: Solenopsis Sol g 4 Sol  i 4; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF65313.1	ncbi	species: Solenopsis geminata; common name: Tropical Fire Ant; IUIS Allergen: ; Type: Venom or Salivary; Group: Solenopsis Sol g 4 Sol  i 4; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF71379.1	ncbi	species: Penicillium chrysogenum; common name: Fungus; IUIS Allergen: Pen ch 18.0101; Type: Aero Fungi; Group: Penicillium Pen 18; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF72534.1	ncbi	species: Blattella germanica; common name: German cockroach; IUIS Allergen: Bla g 7.0101; Type: Aero Insect; Group: Blattella Bla g 7; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF72625.1	ncbi	species: Cupressus sempervirens; common name: Mediterranean Cypress; IUIS Allergen: Cup s 1.0101; Type: Aero Plant; Group: Cupressus Cup a 1/Cup s 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF72626.1	ncbi	species: Cupressus sempervirens; common name: Mediterranean Cypress; IUIS Allergen: Cup s 1.0102; Type: Aero Plant; Group: Cupressus Cup a 1/Cup s 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF72627.1	ncbi	species: Cupressus sempervirens; common name: Mediterranean Cypress; IUIS Allergen: Cup s 1.0103; Type: Aero Plant; Group: Cupressus Cup a 1/Cup s 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF72628.1	ncbi	species: Cupressus sempervirens; common name: Mediterranean Cypress; IUIS Allergen: Cup s 1.0104; Type: Aero Plant; Group: Cupressus Cup a 1/Cup s 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF72629.1	ncbi	species: Cupressus sempervirens; common name: Mediterranean Cypress; IUIS Allergen: Cup s 1.0105; Type: Aero Plant; Group: Cupressus Cup a 1/Cup s 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF72991.1	ncbi	species: Oryza sativa; common name: Rice; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Oryza Ory s 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF75225.1	ncbi	species: Anisakis simplex; common name: Parasitic fish worm; IUIS Allergen: Ani s 2.0101; Type: Food Animal; Group: Anisakis Ani s 2 paramyosin; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF80164.1	ncbi	species: Juniperus virginiana; common name: Red cedar; IUIS Allergen: Jun v 1.0102; Type: Aero Plant; Group: Juniperus Jun a/v 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF80166.1	ncbi	species: Juniperus virginiana; common name: Red cedar; IUIS Allergen: Jun v 1.0101; Type: Aero Plant; Group: Juniperus Jun a/v 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAF80379.2	ncbi	species: Cynodon dactylon; common name: Bermuda grass; IUIS Allergen: Cyn d 1.0204; Type: Aero Plant; Group: Cynodon Cyn d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF82096.1	ncbi	species: Glossina morsitans morsitans; common name: Tsetse fly; IUIS Allergen: Glo m 5.0101; Type: Venom or Salivary; Group: Glossina Glo m 5; Allergenicity: IgE but no biological test; 1st V: 11; curationNote: 
AAF86369.1	ncbi	species: Aspergillus fumigatus; common name: Fungus; IUIS Allergen: Asp f 1; Type: Aero Fungi; Group: Aspergillus Asp f 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAF86462.1	ncbi	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Der p 2.0101; Type: Aero Mite; Group: Dermatophagoides Der p 2 / Der f 2; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 10; curationNote: 
AAG02250.1	ncbi	species: Dermatophagoides pteronyssinus; common name: House dust mite; IUIS Allergen: Unassigned; Type: Aero Mite; Group: Der f 30; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAG08987.1	ncbi	species: Haliotis diversicolor; common name: Abalone; IUIS Allergen: Unassigned; Type: Food Animal; Group: Haliotis Hal m 1 tropomyosin; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAG08988.1	ncbi	species: Perna viridis; common name: Asian green mussell; IUIS Allergen: Unassigned; Type: Food Animal; Group: Perna Tropomyosin; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAG08989.1	ncbi	species: Mimachlamys nobilis; common name: Noble scallop; IUIS Allergen: Unassigned; Type: Food Animal; Group: Mimachlamys Tropomyosin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAG22740.1	ncbi	species: Betula pendula; common name: European white birch; IUIS Allergen: Bet v 6.0102; Type: Aero Plant; Group: Betula Bet v 6; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAG23840.1	ncbi	species: Sesamum indicum; common name: Sesame; IUIS Allergen: Ses i 4.0101; Type: Food Plant; Group: Sesamum Ses i 4 oleosin; Allergenicity: IgE but no biological test; 1st V: 13; curationNote: 
AAG31026.1	ncbi	species: Bacillus licheniformis; common name: Bacteria; IUIS Allergen: Unassigned; Type: Bacteria airway; Group: Bacillus licheniformis subtlilisin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 9; curationNote: 
AAG35601.1	ncbi	species: Zea mays; common name: Corn; IUIS Allergen: Zea m 12.0105; Type: Aero Plant; Group: Zea Zea m 12 profilin; Allergenicity: IgE but no biological test; 1st V: 15; curationNote: 
AAG40330.1	ncbi	species: Corylus avellana; common name: European hazelnut; IUIS Allergen: Cor a 1.0403; Type: Food Plant; Group: Corylus Cor a 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAG40331.1	ncbi	species: Corylus avellana; common name: European hazelnut; IUIS Allergen: Cor a 1.0404; Type: Food Plant; Group: Corylus Cor a 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAG42254.1	ncbi	species: Poa pratensis; common name: Kentucky bluegrass; IUIS Allergen: Poa p 5.0101; Type: Aero Plant; Group: Poa Poa p 5; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAG42255.1	ncbi	species: Holcus lanatus; common name: Velvet grass; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Holcus Hol l 5; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAG42802.1	ncbi	species: Oryctolagus cuniculus; common name: European rabbit; IUIS Allergen: Ory c 3.B.0101; Type: Aero Animal; Group: Oryctolagus Ory c 3; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
AAG42806.1	ncbi	species: Oryctolagus cuniculus; common name: European rabbit; IUIS Allergen: Ory c 3.A.0101; Type: Aero Animal; Group: Oryctolagus Ory c 3; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
AAG44478.1	ncbi	species: Penicillium oxalicum; common name: Fungus; IUIS Allergen: Pen o 18.0101; Type: Aero Fungi; Group: Penicillium Pen 18; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAG44480.1	ncbi	species: Penicillium citrinum; common name: Fungus; IUIS Allergen: Unassigned; Type: Aero Fungi; Group: Penicillium Pen 18; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAG44693.2	ncbi	species: Penicillium chrysogenum; common name: Fungus; IUIS Allergen: ; Type: Aero Fungi; Group: Penicillium Pen 18; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAI26717.1	ncbi	species: Bos taurus; common name: Bovine; IUIS Allergen: Unassigned; Type: Unassigned; Group: Bos taurus Myosin light chain; Allergenicity: IgE but no biological test; 1st V: 23; curationNote: 
AAK01235.1	ncbi	species: Corylus avellana; common name: European hazelnut; IUIS Allergen: Cor a 2.0101; Type: Aero Plant; Group: Corylus Cor a 2 profilins; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK01236.1	ncbi	species: Corylus avellana; common name: European hazelnut; IUIS Allergen: Cor a 2.0102; Type: Aero Plant; Group: Corylus Cor a 2 profilins; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK09361.1	ncbi	species: Apis cerana cerana; common name: Indian honeybee; IUIS Allergen: Api d 1; Type: Venom or Salivary; Group: Apis Api m 1 Api d 1 Api c 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
AAK13027.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0302; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
AAK13029.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0109; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
AAK13030.1	ncbi	species: Malus x domestica; common name: Apple; IUIS Allergen: Mal d 1.0207; Type: Food Plant; Group: Malus Mal d 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 15; curationNote: 
AAK15087.1	ncbi	species: Sesamum indicum; common name: Sesame; IUIS Allergen: Ses i 7.0101; Type: Food Plant; Group: Sesamum Ses i 7; Allergenicity: IgE but no biological test; 1st V: 15; curationNote: 
AAK15088.1	ncbi	species: Sesamum indicum; common name: Sesame; IUIS Allergen: Ses i 1.0101; Type: Food Plant; Group: Sesamum Ses i 1; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK15089.1	ncbi	species: Sesamum indicum; common name: Sesame; IUIS Allergen: Ses i 3.0101; Type: Food Plant; Group: Sesamum Ses i 3; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK25823.1	ncbi	species: Phleum pratense; common name: Common timothy; IUIS Allergen: ; Type: Aero Plant; Group: Phleum Phl p 5; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAK27264.1	ncbi	species: Cryptomeria japonica; common name: Japanese cedar; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Cryptomeria Isoflavone reductase-like protein; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK28533.1	ncbi	species: Corylus avellana; common name: European hazelnut; IUIS Allergen: Cor a 8.0101; Type: Food Plant; Group: Corylus Cor a 8; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK39511.1	ncbi	species: Dermatophagoides farinae; common name: House dust mite; IUIS Allergen: Der f 11.0101; Type: Aero Mite; Group: Dermatophagoides Der p 11 / Der f 11; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAK49451.1	ncbi	species: Aspergillus fumigatus; common name: Fungus; IUIS Allergen: Asp f 22.0101; Type: Aero Fungi; Group: Aspergillus Asp f 22; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK51201.1	ncbi	species: Penicillium citrinum; common name: Fungus; IUIS Allergen: Pen c 22.0101; Type: Aero Fungi; Group: Penicillium Pen c 22; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK54834.1	ncbi	species: Musa acuminata; common name: Banana; IUIS Allergen: Mus a 1.0101; Type: Food Plant; Group: Musa acuminata Mus a 1 profilin banana; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK56124.1	ncbi	species: Zea mays; common name: Corn; IUIS Allergen: Unassigned; Type: Aero Plant; Group: Zea Zea m 1 beta-expansin; Allergenicity: IgE but no biological test; 1st V: 8; curationNote: 
AAK58415.1	ncbi	species: Blomia tropicalis; common name: Mite; IUIS Allergen: Blo t 1.0101; Type: Aero Mite; Group: Blomia Blo t 1.01; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK58515.1	ncbi	species: Olea europaea; common name: Olive tree; IUIS Allergen: Ole e 9.0101; Type: Aero Plant; Group: Olea Ole e 9; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAK62278.1	ncbi	species: Dactylis glomerata; common name: Orchard grass; IUIS Allergen: ; Type: Aero Plant; Group: Dactylis Dac g 5; Allergenicity: IgE but no biological test; 1st V: 7; curationNote: 
AAK63086.1	ncbi	species: Gadus morhua; common name: Atlantic cod; IUIS Allergen: Gad m 1.0101; Type: Food Animal; Group: Gadus Gad c 1 Gad m 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAK63087.1	ncbi	species: Gadus morhua; common name: Atlantic cod; IUIS Allergen: Gad m 1.0201; Type: Food Animal; Group: Gadus Gad c 1 Gad m 1; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAK63088.1	ncbi	species: Theragra chalcogramma; common name: Alaska pollock; IUIS Allergen: Unassigned; Type: Food Animal; Group: Theragra parvalbumin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
AAK63089.1	ncbi	species: Theragra chalcogramma; common name: Alaska pollock; IUIS Allergen: Unassigned; Type: Food Animal; Group: Theragra parvalbumin; Allergenicity: IgE plus basophil+ or SPT+; 1st V: 7; curationNote: 
