protein_id	source	ncbi_taxid	genus	species	description
T_tenax_NG.00g072210		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g188330		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g033050		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g056800		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g168050		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g159140		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g026820		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g100930		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g098140		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g081120		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g118500		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g022370		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g115870		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g068270		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g010790		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g137880		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g161400		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g123320		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g124210		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g142600		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g150450		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g086620		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g118450		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g075700		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g008770		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g024190		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g077060		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g057040		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g166240		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g046100		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g097350		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g188200		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g053850		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g166630		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g106210		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g027100		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g025140		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g144870		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g164040		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g014960		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g153090		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g055220		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g099090		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g106890		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g000780		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g106230		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g118610		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g057860		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g148900		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g181810		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g047150		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g099420		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g029600		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g113790		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g176700		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g054620		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g076850		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g114690		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g167000		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g030240		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g044020		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g079470		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g014090		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g093210		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g126990		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g136720		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g178130		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g079240		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g098380		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g183060		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g013840		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g051780		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g024140		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g006780		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g075590		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g037030		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g108690		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g170270		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g155200		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g103920		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g188180		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g067810		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g122300		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g149760		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g156720		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g082590		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g190670		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g058440		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g134870		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g165300		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g059350		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g089890		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g118190		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g063500		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g081130		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g105630		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g123530		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g145760		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g002750		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g099630		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g066110		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g091280		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g139250		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g018760		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g077980		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g022240		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g003820		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g063490		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g094770		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g118010		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g054190		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g076190		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g109400		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g151990		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g189150		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g166550		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g008100		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g136570		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g064160		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g081090		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g109290		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g116160		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g120000		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g039010		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g048510		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g126930		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g126940		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g132780		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g021570		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g043010		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g010040		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g064060		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g101190		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g148060		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g184150		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g004910		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g136310		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g167430		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g176390		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g003520		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g185700		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g084340		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g019870		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g071990		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g040990		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g113360		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g020950		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g041010		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g115690		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g179750		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g070210		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g121640		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g185710		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g036370		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g079350		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g173100		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g108560		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g129620		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g136190		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g160520		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g078130		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g092680		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g018710		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g026240		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g186300		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g051960		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g090720		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g164540		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g088850		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g175280		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g007650		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g030810		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g045790		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g072060		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g144450		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g048520		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g132370		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g138650		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g019650		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g025650		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g145510		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g164550		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g020170		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g155040		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g016350		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g094440		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g034200		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g170690		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g063460		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g154990		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g036910		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g042370		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g052650		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g138960		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g109210		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g018470		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g082600		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g145150		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g179460		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g188230		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g101210		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g162990		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g191150		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g053880		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g154340		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g152210		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g115590		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g163340		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g002560		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g023110		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g108020		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g169760		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g122450		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g087430		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g007780		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g019370		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g049400		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g018930		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g056290		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g153950		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g083900		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g148720		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g072250		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g084910		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g178880		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g018380		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g041680		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g000630		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g088530		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g189270		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g169590		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g038370		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g114650		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g155290		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g032500		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g039570		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g027230		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g019850		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g157010		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g005110		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g189720		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g171620		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g076660		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g073900		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g166310		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g003150		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g072590		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g119470		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g041000		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g048410		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g115400		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g167950		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g118030		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g057840		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g072900		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g127130		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g170580		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g055860		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g114270		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g029870		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g127140		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_NG.00g044070		43075	Trichomonas	tenax	CAMK family protein kinase 
T_tenax_00g156850		43075	Trichomonas	tenax	CAMK family protein kinase Asparagine-rich antigen, putative
T_tenax_00g053760		43075	Trichomonas	tenax	CAMK family protein kinase Aurora kinase
T_tenax_00g117430		43075	Trichomonas	tenax	CAMK family protein kinase CAMK family protein kinase
T_tenax_00g103920		43075	Trichomonas	tenax	CAMK family protein kinase CAMK family protein kinase
T_tenax_00g063260		43075	Trichomonas	tenax	CAMK family protein kinase CAMK family protein kinase
T_tenax_00g054680		43075	Trichomonas	tenax	CAMK family protein kinase CAMK family protein kinase
T_tenax_00g023720		43075	Trichomonas	tenax	CAMK family protein kinase CAMK family protein kinase
T_tenax_00g146780		43075	Trichomonas	tenax	CAMK family protein kinase Protein kinase domain-containing protein
T_tenax_00g039640		43075	Trichomonas	tenax	CAMK family protein kinase Protein kinase domain-containing protein
T_tenax_NG.00g156120		43075	Trichomonas	tenax	CAP domain containing protein
T_tenax_NG.00g130930		43075	Trichomonas	tenax	CAP-Gly domain containing protein 
T_tenax_NG.00g075670		43075	Trichomonas	tenax	CAP-Gly domain containing protein 
T_tenax_NG.00g141690		43075	Trichomonas	tenax	CAP-Gly domain containing protein 
T_tenax_NG.00g134310		43075	Trichomonas	tenax	CAP-Gly domain containing protein 
T_tenax_NG.00g168300		43075	Trichomonas	tenax	CAP-Gly domain-containing protein
T_tenax_NG.00g076380		43075	Trichomonas	tenax	CAP-Gly domain-containing protein
T_tenax_NG.00g120620		43075	Trichomonas	tenax	CAP10 domain-containing protein
T_tenax_NG.00g189920		43075	Trichomonas	tenax	CAP10 domain-containing protein
T_tenax_NG.00g054700		43075	Trichomonas	tenax	CAP10 domain-containing protein
T_tenax_NG.00g000490		43075	Trichomonas	tenax	CAP10 domain-containing protein
T_tenax_NG.00g157810		43075	Trichomonas	tenax	capsuleen 
T_tenax_NG.00g060200		43075	Trichomonas	tenax	capsuleen 
T_tenax_00g153450		43075	Trichomonas	tenax	Carbamate kinase
T_tenax_NG.00g069970		43075	Trichomonas	tenax	Carbamate kinase 
T_tenax_NG.00g120730		43075	Trichomonas	tenax	Carbamate kinase 
T_tenax_NG.00g074460		43075	Trichomonas	tenax	carbamoyl transferase Z4209 
T_tenax_NG.00g041410		43075	Trichomonas	tenax	Carbohydrate binding domain containing protein 
T_tenax_NG.00g091870		43075	Trichomonas	tenax	carbohydrate kinase 
T_tenax_NG.00g079070		43075	Trichomonas	tenax	Carbohydrate kinase family protein (Fragment)
T_tenax_NG.00g109140		43075	Trichomonas	tenax	carbon catabolite derepressing protein kinase 
T_tenax_NG.00g167670		43075	Trichomonas	tenax	Carbonic anhydrase family protein 
T_tenax_NG.00g090900		43075	Trichomonas	tenax	CARD domain-containing protein
T_tenax_NG.00g047610		43075	Trichomonas	tenax	Carrier domain-containing protein
T_tenax_NG.00g057140		43075	Trichomonas	tenax	Casein kinase I 
T_tenax_NG.00g065580		43075	Trichomonas	tenax	Casein kinase I 
T_tenax_NG.00g141060		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g029730		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g070790		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g037150		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g130410		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g155400		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g039360		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g108190		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g175720		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g006180		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g079030		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g002780		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g041850		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g014420		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g007990		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g126550		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g004350		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g139440		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g097890		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g131630		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g190820		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g012560		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g137050		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g187910		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g183090		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g136530		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g045440		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g015440		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g011090		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g065920		43075	Trichomonas	tenax	Casein kinase II regulatory subunit family protein 
T_tenax_NG.00g002720		43075	Trichomonas	tenax	Catalase
T_tenax_NG.00g019470		43075	Trichomonas	tenax	Catalytic LigB subunit of aromatic ring-opening dioxygenase family protein 
T_tenax_NG.00g050580		43075	Trichomonas	tenax	cation channel family protein 
T_tenax_NG.00g030580		43075	Trichomonas	tenax	cation channel family protein 
T_tenax_NG.00g051890		43075	Trichomonas	tenax	cation channel family protein 
T_tenax_NG.00g180370		43075	Trichomonas	tenax	cation channel family protein 
T_tenax_NG.00g126310		43075	Trichomonas	tenax	Cation channel sperm associated auxiliary subunit beta
T_tenax_00g045890		43075	Trichomonas	tenax	cation diffusion facilitator family transporter containing protein
T_tenax_NG.00g002220		43075	Trichomonas	tenax	cation diffusion facilitator family transporter containing protein 
T_tenax_NG.00g160920		43075	Trichomonas	tenax	cation diffusion facilitator family transporter containing protein 
T_tenax_NG.00g162720		43075	Trichomonas	tenax	cation diffusion facilitator family transporter containing protein 
T_tenax_NG.00g111800		43075	Trichomonas	tenax	cation efflux family protein 
T_tenax_NG.00g024020		43075	Trichomonas	tenax	cation efflux family protein 
T_tenax_NG.00g038460		43075	Trichomonas	tenax	cation efflux family protein 
